this line is not a valid log record at all
49.36.140.165 - - [04/Aug/2026:12:01:36 +0530] "GET /products HTTP/1.1" 200 4338 "https://www.google.com/" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.157.15 - - [04/Aug/2026:12:02:15 +0530] "GET /static/js/app.js HTTP/1.1" 200 21826 "https://www.google.com/" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.161.109 - - [04/Aug/2026:12:02:54 +0530] "GET /api/v1/items/7 HTTP/1.1" 404 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.151.122 - - [04/Aug/2026:12:03:42 +0530] "GET /favicon.ico HTTP/1.1" 200 43187 "https://news.ycombinator.com/" "python-requests/2.31.0"
49.36.85.44 - - [04/Aug/2026:12:04:15 +0530] "GET /index.html HTTP/1.1" 200 24759 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.10.205 - - [04/Aug/2026:12:05:02 +0530] "GET /favicon.ico HTTP/1.1" 200 33424 "https://news.ycombinator.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.68.243 - - [04/Aug/2026:12:06:05 +0530] "GET /products HTTP/1.1" 200 23420 "https://www.google.com/" "python-requests/2.31.0"
49.36.244.174 - - [04/Aug/2026:12:06:48 +0530] "GET /blog/python-tips HTTP/1.1" 200 25666 "https://www.google.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.120.219 - - [04/Aug/2026:12:07:25 +0530] "POST /api/v1/items HTTP/1.1" 201 682 "-" "python-requests/2.31.0"
49.36.84.19 - - [04/Aug/2026:12:08:45 +0530] "GET /products HTTP/1.1" 200 14669 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.140.165 - - [04/Aug/2026:12:09:31 +0530] "GET /blog/python-tips HTTP/1.1" 200 20036 "https://www.google.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.108.114 - - [04/Aug/2026:12:09:58 +0530] "GET /static/css/main.css HTTP/1.1" 200 43932 "-" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.68.243 - - [04/Aug/2026:12:10:34 +0530] "GET /static/js/app.js HTTP/1.1" 200 42532 "https://news.ycombinator.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.127.38 - - [04/Aug/2026:12:11:29 +0530] "GET /static/img/hero.png HTTP/1.1" 200 24753 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.242.185 - - [04/Aug/2026:12:12:06 +0530] "GET /static/js/app.js HTTP/1.1" 200 29796 "https://www.google.com/" "python-requests/2.31.0"
49.36.170.91 - - [04/Aug/2026:12:12:38 +0530] "GET /index.html HTTP/1.1" 200 29007 "https://www.google.com/" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.68.243 - - [04/Aug/2026:12:14:03 +0530] "GET /api/v1/items/7 HTTP/1.1" 200 6309 "https://www.google.com/" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.120.219 - - [04/Aug/2026:12:14:38 +0530] "GET /contact HTTP/1.1" 200 17476 "https://www.google.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.231.9 - - [04/Aug/2026:12:15:17 +0530] "GET /api/v1/items/7 HTTP/1.1" 200 33429 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.236.152 - - [04/Aug/2026:12:15:54 +0530] "GET / HTTP/1.1" 200 15796 "https://www.google.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.31.70 - - [04/Aug/2026:12:16:25 +0530] "GET /static/js/app.js HTTP/1.1" 200 43037 "https://www.google.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.127.38 - - [04/Aug/2026:12:17:02 +0530] "GET /products HTTP/1.1" 200 8928 "https://www.google.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.157.15 - - [04/Aug/2026:12:17:48 +0530] "GET /index.html HTTP/1.1" 200 33020 "https://www.google.com/" "Googlebot/2.1 (+http://www.google.com/bot.html)"
185.220.101.44 - - [04/Aug/2026:12:18:29 +0530] "GET /admin/panel52 HTTP/1.1" 404 0 "-" "curl/8.4.0"
49.36.127.38 - - [04/Aug/2026:12:19:06 +0530] "GET /index.html HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.158.76 - - [04/Aug/2026:12:19:31 +0530] "POST /api/v1/items HTTP/1.1" 201 614 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.82.135 - - [04/Aug/2026:12:20:24 +0530] "GET /api/v1/items/7 HTTP/1.1" 200 26855 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.52.114 - - [04/Aug/2026:12:20:50 +0530] "GET / HTTP/1.1" 200 22335 "https://www.google.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
103.21.58.9 - - [04/Aug/2026:12:21:34 +0530] "GET /api/v1/legacy HTTP/1.1" 404 0 "-" "python-requests/2.31.0"
49.36.161.109 - - [04/Aug/2026:12:22:13 +0530] "GET /contact HTTP/1.1" 200 17905 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.159.79 - - [04/Aug/2026:12:22:43 +0530] "GET /contact HTTP/1.1" 200 40712 "-" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.170.91 - - [04/Aug/2026:12:23:26 +0530] "GET /index.html HTTP/1.1" 200 23460 "https://news.ycombinator.com/" "python-requests/2.31.0"
49.36.68.243 - - [04/Aug/2026:12:24:18 +0530] "GET /favicon.ico HTTP/1.1" 200 31933 "https://news.ycombinator.com/" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.31.70 - - [04/Aug/2026:12:24:50 +0530] "GET /favicon.ico HTTP/1.1" 200 37949 "https://news.ycombinator.com/" "Googlebot/2.1 (+http://www.google.com/bot.html)"
185.220.101.44 - - [04/Aug/2026:12:25:16 +0530] "GET /../../etc/passwd HTTP/1.1" 404 0 "-" "curl/8.4.0"
49.36.240.65 - - [04/Aug/2026:12:26:03 +0530] "POST /api/v1/items HTTP/1.1" 201 483 "-" "python-requests/2.31.0"
49.36.196.127 - - [04/Aug/2026:12:26:36 +0530] "POST /api/v1/items HTTP/1.1" 201 673 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.143.119 - - [04/Aug/2026:12:27:16 +0530] "GET /contact HTTP/1.1" 404 0 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
185.220.101.44 - - [04/Aug/2026:12:28:10 +0530] "GET /phpmyadmin/index.php HTTP/1.1" 404 0 "-" "curl/8.4.0"
49.36.158.76 - - [04/Aug/2026:12:28:40 +0530] "GET /api/v1/items/7 HTTP/1.1" 200 5286 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.36.37 - - [04/Aug/2026:12:29:11 +0530] "GET /api/v1/items/7 HTTP/1.1" 200 46288 "https://news.ycombinator.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.57.73 - - [04/Aug/2026:12:29:51 +0530] "GET /static/img/hero.png HTTP/1.1" 304 0 "https://www.google.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.31.70 - - [04/Aug/2026:12:30:37 +0530] "GET /api/v1/items HTTP/1.1" 200 15102 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.70.232 - - [04/Aug/2026:12:31:14 +0530] "GET /index.html HTTP/1.1" 200 2134 "https://news.ycombinator.com/" "python-requests/2.31.0"
49.36.170.91 - - [04/Aug/2026:12:31:55 +0530] "GET /static/img/hero.png HTTP/1.1" 200 22400 "https://news.ycombinator.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.184.82 - - [04/Aug/2026:12:32:38 +0530] "GET /about HTTP/1.1" 200 5087 "https://www.google.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.118.127 - - [04/Aug/2026:12:33:03 +0530] "POST /api/v1/items HTTP/1.1" 200 358 "-" "python-requests/2.31.0"
49.36.77.209 - - [04/Aug/2026:12:33:37 +0530] "GET /contact HTTP/1.1" 200 14485 "https://www.google.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.217.65 - - [04/Aug/2026:12:34:33 +0530] "GET /products/42 HTTP/1.1" 200 12117 "-" "python-requests/2.31.0"
49.36.128.156 - - [04/Aug/2026:12:35:01 +0530] "GET /favicon.ico HTTP/1.1" 200 4317 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
103.21.58.9 - - [04/Aug/2026:12:35:40 +0530] "GET /api/v1/legacy HTTP/1.1" 404 0 "-" "python-requests/2.31.0"
49.36.7.168 - - [04/Aug/2026:12:36:29 +0530] "GET /api/v1/items/7 HTTP/1.1" 200 14970 "https://news.ycombinator.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
185.220.101.44 - - [04/Aug/2026:12:36:58 +0530] "GET /wp-admin/setup-config.php HTTP/1.1" 404 0 "-" "curl/8.4.0"
49.36.127.169 - - [04/Aug/2026:12:37:44 +0530] "GET /static/img/hero.png HTTP/1.1" 404 0 "https://news.ycombinator.com/" "python-requests/2.31.0"
49.36.77.209 - - [04/Aug/2026:12:38:11 +0530] "POST /api/v1/items HTTP/1.1" 201 623 "-" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.48.116 - - [04/Aug/2026:12:38:48 +0530] "GET /favicon.ico HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.153.230 - - [04/Aug/2026:12:39:27 +0530] "GET /api/v1/items/7 HTTP/1.1" 200 402 "https://www.google.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.77.209 - - [04/Aug/2026:12:40:18 +0530] "GET /static/js/app.js HTTP/1.1" 200 20043 "https://www.google.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.110.194 - - [04/Aug/2026:12:40:53 +0530] "GET /favicon.ico HTTP/1.1" 200 24133 "https://www.google.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.149.248 - - [04/Aug/2026:12:41:28 +0530] "GET /about HTTP/1.1" 200 4459 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.19.58 - - [04/Aug/2026:12:42:05 +0530] "GET /blog/python-tips HTTP/1.1" 200 36514 "https://www.google.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.158.76 - - [04/Aug/2026:12:42:34 +0530] "GET /static/css/main.css HTTP/1.1" 200 15149 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.110.194 - - [04/Aug/2026:12:43:22 +0530] "GET /api/v1/items HTTP/1.1" 200 26712 "https://news.ycombinator.com/" "python-requests/2.31.0"
49.36.228.234 - - [04/Aug/2026:12:44:03 +0530] "GET /products HTTP/1.1" 200 46711 "https://www.google.com/" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.214.13 - - [04/Aug/2026:12:44:38 +0530] "GET /blog/python-tips HTTP/1.1" 200 41589 "https://news.ycombinator.com/" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.52.114 - - [04/Aug/2026:12:45:15 +0530] "GET /api/v1/items HTTP/1.1" 304 0 "https://news.ycombinator.com/" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.32.52 - - [04/Aug/2026:12:45:51 +0530] "POST /api/v1/items HTTP/1.1" 201 86 "-" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.95.151 - - [04/Aug/2026:12:46:27 +0530] "GET /favicon.ico HTTP/1.1" 200 17513 "https://www.google.com/" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.184.82 - - [04/Aug/2026:12:47:15 +0530] "GET /static/css/main.css HTTP/1.1" 200 18025 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.184.82 - - [04/Aug/2026:12:47:45 +0530] "GET /api/v1/items/7 HTTP/1.1" 200 34818 "https://news.ycombinator.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.36.37 - - [04/Aug/2026:12:48:29 +0530] "POST /api/v1/items HTTP/1.1" 200 624 "-" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.95.151 - - [04/Aug/2026:12:49:15 +0530] "GET /index.html HTTP/1.1" 200 997 "https://www.google.com/" "python-requests/2.31.0"
49.36.19.58 - - [04/Aug/2026:12:49:53 +0530] "GET / HTTP/1.1" 200 47139 "https://news.ycombinator.com/" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.105.29 - - [04/Aug/2026:12:50:14 +0530] "GET /about HTTP/1.1" 200 40901 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.158.76 - - [04/Aug/2026:12:51:00 +0530] "GET /index.html HTTP/1.1" 200 33464 "https://news.ycombinator.com/" "python-requests/2.31.0"
185.220.101.44 - - [04/Aug/2026:12:51:33 +0530] "GET /phpmyadmin/index.php HTTP/1.1" 404 0 "-" "curl/8.4.0"
49.36.52.114 - - [04/Aug/2026:12:52:28 +0530] "GET /static/css/main.css HTTP/1.1" 200 12178 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.184.82 - - [04/Aug/2026:12:52:53 +0530] "POST /api/v1/items HTTP/1.1" 200 251 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.63.132 - - [04/Aug/2026:12:53:35 +0530] "GET /contact HTTP/1.1" 200 23919 "https://www.google.com/" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.231.9 - - [04/Aug/2026:12:54:15 +0530] "GET /api/v1/items/7 HTTP/1.1" 200 22756 "https://www.google.com/" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.105.29 - - [04/Aug/2026:12:54:52 +0530] "GET /api/v1/items/7 HTTP/1.1" 200 27990 "-" "python-requests/2.31.0"
49.36.68.243 - - [04/Aug/2026:12:56:02 +0530] "GET /favicon.ico HTTP/1.1" 200 4766 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
103.21.58.9 - - [04/Aug/2026:12:56:50 +0530] "GET /api/v1/legacy HTTP/1.1" 404 0 "-" "python-requests/2.31.0"
49.36.138.9 - - [04/Aug/2026:12:57:19 +0530] "GET /about HTTP/1.1" 200 40392 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.153.230 - - [04/Aug/2026:12:58:00 +0530] "POST /api/v1/items HTTP/1.1" 201 775 "-" "python-requests/2.31.0"
49.36.184.82 - - [04/Aug/2026:12:58:43 +0530] "GET /static/js/app.js HTTP/1.1" 304 0 "https://www.google.com/" "Googlebot/2.1 (+http://www.google.com/bot.html)"
103.21.58.9 - - [04/Aug/2026:12:59:25 +0530] "GET /api/v1/legacy HTTP/1.1" 404 0 "-" "python-requests/2.31.0"
49.36.95.151 - - [04/Aug/2026:12:59:51 +0530] "GET /api/v1/items/7 HTTP/1.1" 200 32154 "https://www.google.com/" "python-requests/2.31.0"
49.36.108.114 - - [04/Aug/2026:13:01:24 +0530] "GET /products/42 HTTP/1.1" 200 6391 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.84.19 - - [04/Aug/2026:13:02:00 +0530] "GET /static/js/app.js HTTP/1.1" 200 36995 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.157.15 - - [04/Aug/2026:13:02:32 +0530] "GET /api/v1/items/7 HTTP/1.1" 404 0 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.157.15 - - [04/Aug/2026:13:03:04 +0530] "GET /favicon.ico HTTP/1.1" 200 25142 "https://www.google.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.118.127 - - [04/Aug/2026:13:03:57 +0530] "GET /products HTTP/1.1" 200 10408 "https://news.ycombinator.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.19.58 - - [04/Aug/2026:13:04:34 +0530] "GET /favicon.ico HTTP/1.1" 200 17252 "https://news.ycombinator.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.26.141 - - [04/Aug/2026:13:05:00 +0530] "GET /static/js/app.js HTTP/1.1" 200 38798 "https://www.google.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.151.122 - - [04/Aug/2026:13:05:46 +0530] "GET /products/42 HTTP/1.1" 200 27855 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
185.220.101.44 - - [04/Aug/2026:13:06:22 +0530] "GET /phpmyadmin/index.php HTTP/1.1" 404 0 "-" "curl/8.4.0"
49.36.140.165 - - [04/Aug/2026:13:07:10 +0530] "GET /products/42 HTTP/1.1" 200 9602 "https://www.google.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.159.79 - - [04/Aug/2026:13:07:36 +0530] "GET /static/css/main.css HTTP/1.1" 200 38259 "https://www.google.com/" "python-requests/2.31.0"
49.36.153.230 - - [04/Aug/2026:13:08:18 +0530] "GET /index.html HTTP/1.1" 200 39301 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.36.37 - - [04/Aug/2026:13:08:53 +0530] "GET /products/42 HTTP/1.1" 200 17342 "https://www.google.com/" "python-requests/2.31.0"
49.36.54.182 - - [04/Aug/2026:13:09:43 +0530] "GET /static/css/main.css HTTP/1.1" 200 38899 "https://www.google.com/" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.160.79 - - [04/Aug/2026:13:10:23 +0530] "GET /products/42 HTTP/1.1" 200 44486 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.110.194 - - [04/Aug/2026:13:10:56 +0530] "GET / HTTP/1.1" 200 219 "https://www.google.com/" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.105.29 - - [04/Aug/2026:13:11:32 +0530] "GET /favicon.ico HTTP/1.1" 200 36577 "-" "python-requests/2.31.0"
49.36.236.152 - - [04/Aug/2026:13:12:07 +0530] "GET / HTTP/1.1" 304 0 "https://www.google.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.128.156 - - [04/Aug/2026:13:12:44 +0530] "GET /about HTTP/1.1" 200 13989 "https://www.google.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.63.132 - - [04/Aug/2026:13:13:36 +0530] "GET /static/js/app.js HTTP/1.1" 200 18649 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.69.123 - - [04/Aug/2026:13:14:01 +0530] "GET /products/42 HTTP/1.1" 304 0 "https://www.google.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.242.185 - - [04/Aug/2026:13:14:42 +0530] "GET /index.html HTTP/1.1" 304 0 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.196.127 - - [04/Aug/2026:13:15:24 +0530] "GET /blog/python-tips HTTP/1.1" 200 46532 "https://www.google.com/" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.127.169 - - [04/Aug/2026:13:15:56 +0530] "GET /about HTTP/1.1" 200 42028 "https://www.google.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.127.169 - - [04/Aug/2026:13:16:28 +0530] "POST /api/v1/items HTTP/1.1" 201 435 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.77.209 - - [04/Aug/2026:13:17:20 +0530] "GET /contact HTTP/1.1" 200 45419 "https://news.ycombinator.com/" "python-requests/2.31.0"
49.36.244.174 - - [04/Aug/2026:13:18:00 +0530] "GET /products HTTP/1.1" 200 29893 "https://news.ycombinator.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
103.21.58.9 - - [04/Aug/2026:13:18:40 +0530] "GET /api/v1/legacy HTTP/1.1" 404 0 "-" "python-requests/2.31.0"
49.36.231.9 - - [04/Aug/2026:13:19:16 +0530] "GET /static/img/hero.png HTTP/1.1" 404 0 "https://news.ycombinator.com/" "python-requests/2.31.0"
49.36.76.30 - - [04/Aug/2026:13:19:47 +0530] "GET /static/img/hero.png HTTP/1.1" 200 638 "https://news.ycombinator.com/" "python-requests/2.31.0"
49.36.68.243 - - [04/Aug/2026:13:20:35 +0530] "GET /contact HTTP/1.1" 200 32848 "https://news.ycombinator.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.120.219 - - [04/Aug/2026:13:21:10 +0530] "GET /static/css/main.css HTTP/1.1" 200 3614 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.214.13 - - [04/Aug/2026:13:21:53 +0530] "POST /api/v1/items HTTP/1.1" 201 490 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
103.21.58.9 - - [04/Aug/2026:13:22:28 +0530] "GET /api/v1/legacy HTTP/1.1" 404 0 "-" "python-requests/2.31.0"
49.36.76.30 - - [04/Aug/2026:13:23:02 +0530] "GET /api/v1/items HTTP/1.1" 200 8360 "https://www.google.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.110.194 - - [04/Aug/2026:13:23:46 +0530] "GET /static/img/hero.png HTTP/1.1" 200 34989 "https://www.google.com/" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.158.76 - - [04/Aug/2026:13:24:11 +0530] "GET /about HTTP/1.1" 200 37518 "https://news.ycombinator.com/" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.155.159 - - [04/Aug/2026:13:24:57 +0530] "GET /static/css/main.css HTTP/1.1" 200 47598 "https://www.google.com/" "python-requests/2.31.0"
49.36.161.109 - - [04/Aug/2026:13:25:28 +0530] "GET /index.html HTTP/1.1" 200 4049 "https://www.google.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
103.21.58.9 - - [04/Aug/2026:13:26:05 +0530] "GET /api/v1/legacy HTTP/1.1" 404 0 "-" "python-requests/2.31.0"
49.36.157.15 - - [04/Aug/2026:13:26:52 +0530] "GET /products/42 HTTP/1.1" 200 37257 "https://www.google.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.52.114 - - [04/Aug/2026:13:27:30 +0530] "GET /contact HTTP/1.1" 200 44160 "https://www.google.com/" "python-requests/2.31.0"
49.36.184.82 - - [04/Aug/2026:13:28:00 +0530] "POST /api/v1/items HTTP/1.1" 500 597 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.158.76 - - [04/Aug/2026:13:28:55 +0530] "GET /static/js/app.js HTTP/1.1" 200 15158 "https://www.google.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.140.165 - - [04/Aug/2026:13:29:35 +0530] "GET /api/v1/items HTTP/1.1" 200 47061 "https://news.ycombinator.com/" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.68.243 - - [04/Aug/2026:13:30:13 +0530] "GET /api/v1/items HTTP/1.1" 200 7088 "-" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.110.194 - - [04/Aug/2026:13:30:51 +0530] "GET / HTTP/1.1" 200 17734 "https://www.google.com/" "python-requests/2.31.0"
49.36.153.230 - - [04/Aug/2026:13:31:13 +0530] "GET /contact HTTP/1.1" 200 45784 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.151.151 - - [04/Aug/2026:13:32:10 +0530] "GET /static/img/hero.png HTTP/1.1" 200 22385 "-" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.142.196 - - [04/Aug/2026:13:32:44 +0530] "GET /about HTTP/1.1" 200 9215 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.149.248 - - [04/Aug/2026:13:33:22 +0530] "GET /api/v1/items/7 HTTP/1.1" 200 12236 "https://www.google.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.128.156 - - [04/Aug/2026:13:33:45 +0530] "GET /api/v1/items/7 HTTP/1.1" 200 46983 "-" "python-requests/2.31.0"
49.36.31.70 - - [04/Aug/2026:13:34:39 +0530] "GET /products/42 HTTP/1.1" 200 8201 "https://news.ycombinator.com/" "python-requests/2.31.0"
49.36.153.230 - - [04/Aug/2026:13:35:16 +0530] "GET /api/v1/items HTTP/1.1" 404 0 "https://www.google.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.118.127 - - [04/Aug/2026:13:36:00 +0530] "GET /static/css/main.css HTTP/1.1" 200 700 "https://www.google.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.127.169 - - [04/Aug/2026:13:36:25 +0530] "POST /api/v1/items HTTP/1.1" 200 661 "-" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.244.174 - - [04/Aug/2026:13:37:12 +0530] "GET / HTTP/1.1" 200 2877 "https://www.google.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.244.174 - - [04/Aug/2026:13:37:42 +0530] "GET /favicon.ico HTTP/1.1" 200 42344 "-" "python-requests/2.31.0"
49.36.244.174 - - [04/Aug/2026:13:38:29 +0530] "GET /products/42 HTTP/1.1" 200 19069 "https://www.google.com/" "Googlebot/2.1 (+http://www.google.com/bot.html)"
